left,pron,right,candidates,selected,input_prompt,predicted,correct_sent,correct,number of shots
Grace was happy to trade me her sweater for my jacket. She thinks,it,looks great on her.,"The sweater,The jacket",1,"How does the sentence end?

Cats are smarter than dogs because 

OPTIONS: 
-  Cats bark for no reason. 
-  dogs bark for no reason.
Output: dogs bark for no reason.
=======================================
How does the sentence end?

The ball hit the window and Bill repaired 

OPTIONS: 
-  The ball . 
-  the window .
Output: the window .
=======================================
How does the sentence end?

Management gave the workers a raise because 

OPTIONS: 
-  Management had no other choice. 
-  the workers had no other choice.
Output: Management had no other choice.
=======================================
How does the sentence end?

The University declared holiday to students because 

OPTIONS: 
-  The University were worried about them. 
-  students were worried about them.
Output: The University were worried about them.
=======================================
How does the sentence end?

Grace was happy to trade me her sweater for my jacket. She thinks

 OPTIONS: 
- The sweater looks great on her.
 - The jacket looks great on her.
Output: ",the jacket looks great on her,the jacket looks great on her,True,4
John hired Bill to take care of,him,.,"John,Bill",0,"How does the sentence end?

Gary envied Bill because 

OPTIONS: 
-  Gary was rich. 
-  Bill was rich.
Output: Bill was rich.
=======================================
How does the sentence end?

The military prepared to go to battle with an Amish colony because 

OPTIONS: 
-  The military felt threatened. 
-  an Amish colony felt threatened.
Output: The military felt threatened.
=======================================
How does the sentence end?

Sarah tried to ignore the elephant in the room, but 

OPTIONS: 
-  Sarah would not stop trumpeting. 
-  the elephant in the room would not stop trumpeting.
Output: the elephant in the room would not stop trumpeting.
=======================================
How does the sentence end?

The gun owner fired at the burglar because 

OPTIONS: 
-  The gun owner saw a shadow. 
-  the burglar saw a shadow.
Output: The gun owner saw a shadow.
=======================================
How does the sentence end?

John hired Bill to take care of

 OPTIONS: 
- John .
 - Bill .
Output: ",john,john,True,4
John hired himself out to Bill to take care of,him,.,"John,Bill",1,"How does the sentence end?

The squirrels buried the nuts so 

OPTIONS: 
-  The squirrels would not get lost. 
-  the nuts would not get lost.
Output: the nuts would not get lost.
=======================================
How does the sentence end?

Alice helped Gwen move because 

OPTIONS: 
-  Alice was nice. 
-  Gwen was nice.
Output: Alice was nice.
=======================================
How does the sentence end?

The cops maced the protesters because 

OPTIONS: 
-  The cops blindly follow orders. 
-  the protesters blindly follow orders.
Output: The cops blindly follow orders.
=======================================
How does the sentence end?

Rob was granted a gun license while Jon was not, because 

OPTIONS: 
-  Rob had a criminal past. 
-  Jon had a criminal past.
Output: Jon had a criminal past.
=======================================
How does the sentence end?

John hired himself out to Bill to take care of

 OPTIONS: 
- John .
 - Bill .
Output: ",bill,bill,True,4
"John promised Bill to leave, so an hour later",he,left.,"John,Bill",0,"How does the sentence end?

Planet Express was bought out by Mom's Friendly Delivery Service so 

OPTIONS: 
-  Planet Express can eliminate the competition. 
-  Moms Friendly Delivery Service can eliminate the competition.
Output: Moms Friendly Delivery Service can eliminate the competition.
=======================================
How does the sentence end?

Johnson wanted to make friendship with David, because 

OPTIONS: 
-  Johnson is well connected. 
-  David is well connected.
Output: David is well connected.
=======================================
How does the sentence end?

The river destroyed the bridge because 

OPTIONS: 
-  The river was low. 
-  the bridge was low.
Output: the bridge was low.
=======================================
How does the sentence end?

The robots tried to negotiate a cease-fire with the squirrel-men, but negotiations broke down when 

OPTIONS: 
-  The robots sabotaged the acorn processing facility. 
-  the squirrelmen sabotaged the acorn processing facility.
Output: The robots sabotaged the acorn processing facility.
=======================================
How does the sentence end?

John promised Bill to leave, so an hour later

 OPTIONS: 
- John left.
 - Bill left.
Output: ",john left,john left,True,4
"John ordered Bill to leave, so an hour later",he,left.,"John,Bill",1,"How does the sentence end?

The cat looked at the big dog, and 

OPTIONS: 
-  The cat barked menacingly. 
-  the big dog barked menacingly.
Output: the big dog barked menacingly.
=======================================
How does the sentence end?

The glass told the toaster that 

OPTIONS: 
-  The glass was fat. 
-  the toaster was fat.
Output: the toaster was fat.
=======================================
How does the sentence end?

John hit Carl and 

OPTIONS: 
-  John did not like it. 
-  Carl did not like it.
Output: Carl did not like it.
=======================================
How does the sentence end?

John gave a large sum of money to Bill because 

OPTIONS: 
-  John needed a loan. 
-  Bill needed a loan.
Output: Bill needed a loan.
=======================================
How does the sentence end?

John ordered Bill to leave, so an hour later

 OPTIONS: 
- John left.
 - Bill left.
Output: ",bill left,bill left,True,4
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties,he,faced in his research.,"Goodman,Xenophanes",0,"How does the sentence end?

The coach criticized the player because 

OPTIONS: 
-  The coach explicitly told everyone not to break the team's formation. 
-  the player explicitly told everyone not to break the team's formation.
Output: The coach explicitly told everyone not to break the team's formation.
=======================================
How does the sentence end?

John flicked Bill because 

OPTIONS: 
-  John saw a fly on his shirt. 
-  Bill saw a fly on his shirt.
Output: John saw a fly on his shirt.
=======================================
How does the sentence end?

The zombies chased the survivors because 

OPTIONS: 
-  The zombies were hungry. 
-  the survivors were hungry.
Output: The zombies were hungry.
=======================================
How does the sentence end?

The boy tried to address his friend, but 

OPTIONS: 
-  The boy could not speak. 
-  his friend could not speak.
Output: The boy could not speak.
=======================================
How does the sentence end?

Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties

 OPTIONS: 
- Goodman faced in his research.
 - Xenophanes faced in his research.
Output: ",goodman faced in his research,goodman faced in his research,True,4
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties,he,faced in his childhood.,"Goodman,Xenophanes",1,"How does the sentence end?

Steve scratched Johnny so 

OPTIONS: 
-  Steve became angry. 
-  Johnny became angry.
Output: Johnny became angry.
=======================================
How does the sentence end?

The company accepted the resolution because 

OPTIONS: 
-  The company was desperate. 
-  the resolution was desperate.
Output: The company was desperate.
=======================================
How does the sentence end?

The dog hunted the fox because 

OPTIONS: 
-  The dog was red. 
-  the fox was red.
Output: the fox was red.
=======================================
How does the sentence end?

The University declared holiday to students because 

OPTIONS: 
-  The University were worried about them. 
-  students were worried about them.
Output: The University were worried about them.
=======================================
How does the sentence end?

Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties

 OPTIONS: 
- Goodman faced in his childhood.
 - Xenophanes faced in his childhood.
Output: ",xenophanes faced in his childhood,xenophanes faced in his childhood,True,4
"Emma's mother had died long ago, and",her,education had been managed by an excellent woman as governess.,"Emma,Emma's mother",0,"How does the sentence end?

Alexandra told Kelly not to get a tattoo because 

OPTIONS: 
-  Alexandra would seem unprofessional. 
-  Kelly would seem unprofessional.
Output: Kelly would seem unprofessional.
=======================================
How does the sentence end?

Bill was robbed by John, so the officer arrested 

OPTIONS: 
-  Bill . 
-  John .
Output: John .
=======================================
How does the sentence end?

The hippo ate the food the trainer brought when 

OPTIONS: 
-  The hippo put it in the trough. 
-  the trainer put it in the trough.
Output: the trainer put it in the trough.
=======================================
How does the sentence end?

Sega lost to Nintendo because 

OPTIONS: 
-  Sega were inferior. 
-  Nintendo were inferior.
Output: Sega were inferior.
=======================================
How does the sentence end?

Emma's mother had died long ago, and

 OPTIONS: 
- Emma education had been managed by an excellent woman as governess.
 - Emma's mother education had been managed by an excellent woman as governess.
Output: ",emma education had been managed by an excellent woman as governess,emma education had been managed by an excellent woman as governess,True,4
"Emma's mother had died long ago, and",her,place had been taken by an excellent woman as governess.,"Emma,Emma's mother",1,"How does the sentence end?

The students fell asleep during the professor's lectures because 

OPTIONS: 
-  The students were boring. 
-  the professors lectures were boring.
Output: the professors lectures were boring.
=======================================
How does the sentence end?

John chose Bill because 

OPTIONS: 
-  John was choosing. 
-  Bill was choosing.
Output: John was choosing.
=======================================
How does the sentence end?

The military prepared to go to battle with an Amish colony because 

OPTIONS: 
-  The military were amassing a dangerous number of goats without a permit. 
-  an Amish colony were amassing a dangerous number of goats without a permit.
Output: an Amish colony were amassing a dangerous number of goats without a permit.
=======================================
How does the sentence end?

Coins are better than dollars because 

OPTIONS: 
-  Coins wrinkle too easily. 
-  dollars wrinkle too easily.
Output: dollars wrinkle too easily.
=======================================
How does the sentence end?

Emma's mother had died long ago, and

 OPTIONS: 
- Emma place had been taken by an excellent woman as governess.
 - Emma's mother place had been taken by an excellent woman as governess.
Output: ",emmas mother place had been taken by an excellent woman as governess,emmas mother place had been taken by an excellent woman as governess,True,4
Jane knocked on Susan's door but,she,did not get an answer.,"Jane,Susan",0,"How does the sentence end?

The magician pulled a rabbit out of 

OPTIONS: 
-  The magician hat. 
-  a rabbit hat.
Output: The magician hat.
=======================================
How does the sentence end?

Sarah tried to ignore the elephant in the room, but 

OPTIONS: 
-  Sarah could not bear the awkwardness. 
-  the elephant in the room could not bear the awkwardness.
Output: Sarah could not bear the awkwardness.
=======================================
How does the sentence end?

Apple sued Samsung because 

OPTIONS: 
-  Apple made a product that has similarities with their own. 
-  Samsung made a product that has similarities with their own.
Output: Samsung made a product that has similarities with their own.
=======================================
How does the sentence end?

Gas powered fireplaces are environmentally friendly as compared to traditional fireplaces since 

OPTIONS: 
-  Gas powered fireplaces do not need wood to burn. 
-  traditional fireplaces do not need wood to burn.
Output: Gas powered fireplaces do not need wood to burn.
=======================================
How does the sentence end?

Jane knocked on Susan's door but

 OPTIONS: 
- Jane did not get an answer.
 - Susan did not get an answer.
Output: ",jane did not get an answer,jane did not get an answer,True,4
Jane knocked on Susan's door but,she,did not answer.,"Jane,Susan",1,"How does the sentence end?

Alexandra told Kelly not to get a tattoo because 

OPTIONS: 
-  Alexandra raised her conservatively. 
-  Kelly raised her conservatively.
Output: Alexandra raised her conservatively.
=======================================
How does the sentence end?

Firefox is used more than Internet Explorer because 

OPTIONS: 
-  Firefox is more stable. 
-  Internet Explorer is more stable.
Output: Firefox is more stable.
=======================================
How does the sentence end?

John thanked Bill because 

OPTIONS: 
-  John was helpful. 
-  Bill was helpful.
Output: Bill was helpful.
=======================================
How does the sentence end?

Jack shouted at Bill because 

OPTIONS: 
-  Jack crashed the car. 
-  Bill crashed the car.
Output: Bill crashed the car.
=======================================
How does the sentence end?

Jane knocked on Susan's door but

 OPTIONS: 
- Jane did not answer.
 - Susan did not answer.
Output: ",susan did not answer,susan did not answer,True,4
Joe paid the detective after,he,received the final report on the case.,"Joe,the detective",0,"How does the sentence end?

Shigeru Miyamoto was the mentor of Satoshi Tajiri, so 

OPTIONS: 
-  Shigeru Miyamoto taught many things. 
-  Satoshi Tajiri taught many things.
Output: Shigeru Miyamoto taught many things.
=======================================
How does the sentence end?

Brock understood the material better than Tracy because 

OPTIONS: 
-  Brock was not paying attention. 
-  Tracy was not paying attention.
Output: Tracy was not paying attention.
=======================================
How does the sentence end?

The boy gave his friend a cookie because 

OPTIONS: 
-  The boy had an extra. 
-  his friend had an extra.
Output: The boy had an extra.
=======================================
How does the sentence end?

Adam defeated Brandon in a fight because 

OPTIONS: 
-  Adam was stronger. 
-  Brandon was stronger.
Output: Adam was stronger.
=======================================
How does the sentence end?

Joe paid the detective after

 OPTIONS: 
- Joe received the final report on the case.
 - the detective received the final report on the case.
Output: ",joe received the final report on the case,joe received the final report on the case,True,4
Joe paid the detective after,he,delivered the final report on the case.,"Joe,the detective",1,"How does the sentence end?

England won the bid over Spain because 

OPTIONS: 
-  England prepared better. 
-  Spain prepared better.
Output: England prepared better.
=======================================
How does the sentence end?

The young up-and-comer destroyed the old veteran Star in the shootout, so 

OPTIONS: 
-  The young upandcomer got placed on the starting line for the rest of the season. 
-  the old veteran Star got placed on the starting line for the rest of the season.
Output: The young upandcomer got placed on the starting line for the rest of the season.
=======================================
How does the sentence end?

Sega lost to Nintendo because 

OPTIONS: 
-  Sega were inferior. 
-  Nintendo were inferior.
Output: Sega were inferior.
=======================================
How does the sentence end?

Kurt sang to Jon since 

OPTIONS: 
-  Kurt wanted to be the lead singer. 
-  Jon wanted to be the lead singer.
Output: Kurt wanted to be the lead singer.
=======================================
How does the sentence end?

Joe paid the detective after

 OPTIONS: 
- Joe delivered the final report on the case.
 - the detective delivered the final report on the case.
Output: ",the detective delivered the final report on the case,the detective delivered the final report on the case,True,4
"Beth didn't get angry with Sally, who had cut her off, because",she,stopped and counted to ten.,"Beth,Sally",0,"How does the sentence end?

Bob Marley shot the sheriff, but 

OPTIONS: 
-  Bob Marley swears it was in self
- defense. 
Output: Bob Marley swears it was in self-defense.
=======================================
How does the sentence end?

Adam defeated Brandon in a fight because 

OPTIONS: 
-  Adam was stronger. 
-  Brandon was stronger.
Output: Adam was stronger.
=======================================
How does the sentence end?

Adam defeated Brandon in a fight because 

OPTIONS: 
-  Adam was weaker. 
-  Brandon was weaker.
Output: Brandon was weaker.
=======================================
How does the sentence end?

The lion bit the gazelle because 

OPTIONS: 
-  The lion had sharp teeth. 
-  the gazelle had sharp teeth.
Output: The lion had sharp teeth.
=======================================
How does the sentence end?

Beth didn't get angry with Sally, who had cut her off, because

 OPTIONS: 
- Beth stopped and counted to ten.
 - Sally stopped and counted to ten.
Output: ",beth stopped and counted to ten,beth stopped and counted to ten,True,4
"Beth didn't get angry with Sally, who had cut her off, because",she,stopped and apologized.,"Beth,Sally",1,"How does the sentence end?

John wanted to vote for Doe, but 

OPTIONS: 
-  John could not make up his mind. 
-  Doe could not make up his mind.
Output: John could not make up his mind.
=======================================
How does the sentence end?

The computer could not run the program because 

OPTIONS: 
-  The computer had too many errors. 
-  the program had too many errors.
Output: the program had too many errors.
=======================================
How does the sentence end?

Lemuel painted Jim a piece of art since 

OPTIONS: 
-  Lemuel knew how. 
-  Jim knew how.
Output: Lemuel knew how.
=======================================
How does the sentence end?

Hybrid cars produce less pollution than diesel trucks because 

OPTIONS: 
-  Hybrid cars use less gas and more electricity. 
-  diesel trucks use less gas and more electricity.
Output: Hybrid cars use less gas and more electricity.
=======================================
How does the sentence end?

Beth didn't get angry with Sally, who had cut her off, because

 OPTIONS: 
- Beth stopped and apologized.
 - Sally stopped and apologized.
Output: ",sally stopped and apologized,sally stopped and apologized,True,4
Jim signaled the barman and gestured toward,his,empty glass,"Jim,The barman",0,"How does the sentence end?

Mary lied to Sue and 

OPTIONS: 
-  Mary slapped her. 
-  Sue slapped her.
Output: Sue slapped her.
=======================================
How does the sentence end?

The ball broke the window because 

OPTIONS: 
-  The ball was fragile. 
-  the window was fragile.
Output: the window was fragile.
=======================================
How does the sentence end?

A dog chewed a bone and 

OPTIONS: 
-  A dog barked. 
-  a bone barked.
Output: A dog barked.
=======================================
How does the sentence end?

Cheesecake is better than fruitcake because 

OPTIONS: 
-  Cheesecake is gross. 
-  fruitcake is gross.
Output: fruitcake is gross.
=======================================
How does the sentence end?

Jim signaled the barman and gestured toward

 OPTIONS: 
- Jim empty glass
 - The barman empty glass
Output: ",the barman empty glass,jim empty glass,False,4
Jim signaled the barman and gestured toward,his,bathroom key.,"Jim,The barman",1,"How does the sentence end?

Kurt flew in Alex's plane, and 

OPTIONS: 
-  Kurt asked him to come again. 
-  Alex asked him to come again.
Output: Alex asked him to come again.
=======================================
How does the sentence end?

The company accepted the resolution because 

OPTIONS: 
-  The company was desperate. 
-  the resolution was desperate.
Output: The company was desperate.
=======================================
How does the sentence end?

The jocks did not like the nerds because 

OPTIONS: 
-  The jocks were bullies. 
-  the nerds were bullies.
Output: The jocks were bullies.
=======================================
How does the sentence end?

Shawn hit Joe but 

OPTIONS: 
-  Shawn did not scream. 
-  Joe did not scream.
Output: Joe did not scream.
=======================================
How does the sentence end?

Jim signaled the barman and gestured toward

 OPTIONS: 
- Jim bathroom key.
 - The barman bathroom key.
Output: ",the barman bathroom key,the barman bathroom key,True,4
Dan took the rear seat while Bill claimed the front because,his,Dibs! was slow.,"Dan,Bill",0,"How does the sentence end?

Jill was writing on a pad for Jane because 

OPTIONS: 
-  Jill wanted to leave her address. 
-  Jane wanted to leave her address.
Output: Jill wanted to leave her address.
=======================================
How does the sentence end?

Chelsea hate Manchester United because 

OPTIONS: 
-  Chelsea always come in second. 
-  Manchester United always come in second.
Output: Chelsea always come in second.
=======================================
How does the sentence end?

A dog chewed a bone and 

OPTIONS: 
-  A dog became wet. 
-  a bone became wet.
Output: a bone became wet.
=======================================
How does the sentence end?

The poor steal from the rich because 

OPTIONS: 
-  The poor need more money. 
-  the rich need more money.
Output: The poor need more money.
=======================================
How does the sentence end?

Dan took the rear seat while Bill claimed the front because

 OPTIONS: 
- Dan Dibs! was slow.
 - Bill Dibs! was slow.
Output: ",dan dibs was slow,dan dibs was slow,True,4
Dan took the rear seat while Bill claimed the front because,his,Dibs! was quicker.,"Dan,Bill",1,"How does the sentence end?

Paula liked Ness more than Pokey because 

OPTIONS: 
-  Ness was mean to her. 
-  Pokey was mean to her.
Output: Pokey was mean to her.
=======================================
How does the sentence end?

The band connected well to their fans, so 

OPTIONS: 
-  The band continued to write albums. 
-  their fans continued to write albums.
Output: The band continued to write albums.
=======================================
How does the sentence end?

Bill was able to steal the banana from Ken because 

OPTIONS: 
-  Bill was quick. 
-  Ken was quick.
Output: Bill was quick.
=======================================
How does the sentence end?

Mark tackled the quarterback, but 

OPTIONS: 
-  Mark managed to complete the pass. 
-  the quarterback managed to complete the pass.
Output: the quarterback managed to complete the pass.
=======================================
How does the sentence end?

Dan took the rear seat while Bill claimed the front because

 OPTIONS: 
- Dan Dibs! was quicker.
 - Bill Dibs! was quicker.
Output: ",bill dibs was quicker,bill dibs was quicker,True,4
"Tom said ""Check"" to Ralph as he moved",his,bishop.,"Tom,Ralph",0,"How does the sentence end?

Google bought Motorola because 

OPTIONS: 
-  Google want its customer base. 
-  Motorola want its customer base.
Output: Google want its customer base.
=======================================
How does the sentence end?

The mechanic charged the man one hundred dollars although 

OPTIONS: 
-  The mechanic only had eighty dollars. 
-  the man only had eighty dollars.
Output: the man only had eighty dollars.
=======================================
How does the sentence end?

Yuji was a fan of Michael Jackson because 

OPTIONS: 
-  Yuji enjoyed ""Thriller"". 
-  Michael Jackson enjoyed ""Thriller"".
Output: Yuji enjoyed ""Thriller"".
=======================================
How does the sentence end?

Jim went to Hal's house, and brought 

OPTIONS: 
-  Jim dog. 
-  Hal dog.
Output: Jim dog.
=======================================
How does the sentence end?

Tom said ""Check"" to Ralph as he moved

 OPTIONS: 
- Tom bishop.
 - Ralph bishop.
Output: ",ralph bishop,tom bishop,False,4
"Tom said ""Check"" to Ralph as he took",his,bishop.,"Tom,Ralph",1,"How does the sentence end?

Spiderman defeated Magnito because 

OPTIONS: 
-  Spiderman is a good guy. 
-  Magnito is a good guy.
Output: Spiderman is a good guy.
=======================================
How does the sentence end?

Luigi rescued Mario because 

OPTIONS: 
-  Luigi was in trouble. 
-  Mario was in trouble.
Output: Mario was in trouble.
=======================================
How does the sentence end?

Michael backed Bill because John asked 

OPTIONS: 
-  Michael to. 
-  Bill to.
Output: Michael to.
=======================================
How does the sentence end?

Allen laughed at Jimmy because 

OPTIONS: 
-  Allen told a funny joke. 
-  Jimmy told a funny joke.
Output: Jimmy told a funny joke.
=======================================
How does the sentence end?

Tom said ""Check"" to Ralph as he took

 OPTIONS: 
- Tom bishop.
 - Ralph bishop.
Output: ",ralph bishop,ralph bishop,True,4
"As Andrea in the crop duster passed over Susan,",she,could see the landing strip.,"Andrea,Susan",0,"How does the sentence end?

Olivia tried to counsel Emily, but 

OPTIONS: 
-  Olivia was rejected. 
-  Emily was rejected.
Output: Olivia was rejected.
=======================================
How does the sentence end?

The master rewarded the dog because 

OPTIONS: 
-  The master was a good owner. 
-  the dog was a good owner.
Output: The master was a good owner.
=======================================
How does the sentence end?

Katie accused Jane but 

OPTIONS: 
-  Katie was not found guilty. 
-  Jane was not found guilty.
Output: Jane was not found guilty.
=======================================
How does the sentence end?

The music player did not open the file because 

OPTIONS: 
-  The music player did not play that format. 
-  the file did not play that format.
Output: The music player did not play that format.
=======================================
How does the sentence end?

As Andrea in the crop duster passed over Susan,

 OPTIONS: 
- Andrea could see the landing strip.
 - Susan could see the landing strip.
Output: ",susan could see the landing strip,andrea could see the landing strip,False,4
"As Andrea in the crop duster passed over Susan,",she,could see the landing gear.,"Andrea,Susan",1,"How does the sentence end?

The ball hit the window and Bill repaired 

OPTIONS: 
-  The ball . 
-  the window .
Output: the window .
=======================================
How does the sentence end?

The team decided to cancel their relations with AT&T Corporate because 

OPTIONS: 
-  The team ran out of money. 
-  ATT Corporate ran out of money.
Output: The team ran out of money.
=======================================
How does the sentence end?

The judge was fond of the contestant so 

OPTIONS: 
-  The judge received the gold medal. 
-  the contestant received the gold medal.
Output: the contestant received the gold medal.
=======================================
How does the sentence end?

Jerrica saw the guard as 

OPTIONS: 
-  Jerrica snuck past. 
-  the guard snuck past.
Output: Jerrica snuck past.
=======================================
How does the sentence end?

As Andrea in the crop duster passed over Susan,

 OPTIONS: 
- Andrea could see the landing gear.
 - Susan could see the landing gear.
Output: ",susan could see the landing gear,susan could see the landing gear,True,4
Tom gave Ralph a lift to school so,he,wouldn't have to drive alone.,"Tom,Ralph",0,"How does the sentence end?

Mary stabbed Jennifer, so John took 

OPTIONS: 
-  Mary to the hospital. 
-  Jennifer to the hospital.
Output: Jennifer to the hospital.
=======================================
How does the sentence end?

Spiderman defeated Magnito because 

OPTIONS: 
-  Spiderman is a bad guy. 
-  Magnito is a bad guy.
Output: Magnito is a bad guy.
=======================================
How does the sentence end?

Anna tucked Olivia into bed because 

OPTIONS: 
-  Anna fell asleep on the couch. 
-  Olivia fell asleep on the couch.
Output: Olivia fell asleep on the couch.
=======================================
How does the sentence end?

Sarah tried to ignore the elephant in the room, but 

OPTIONS: 
-  Sarah could not bear the awkwardness. 
-  the elephant in the room could not bear the awkwardness.
Output: Sarah could not bear the awkwardness.
=======================================
How does the sentence end?

Tom gave Ralph a lift to school so

 OPTIONS: 
- Tom wouldn't have to drive alone.
 - Ralph wouldn't have to drive alone.
Output: ",ralph wouldnt have to drive alone,tom wouldnt have to drive alone,False,4
Tom gave Ralph a lift to school so,he,wouldn't have to walk.,"Tom,Ralph",1,"How does the sentence end?

The band connected well to their fans, so 

OPTIONS: 
-  The band continued to buy albums. 
-  their fans continued to buy albums.
Output: their fans continued to buy albums.
=======================================
How does the sentence end?

The musicians performed at two venues because neither of 

OPTIONS: 
-  The musicians paid much. 
-  two venues paid much.
Output: two venues paid much.
=======================================
How does the sentence end?

Neil Patrick Harris is a better singer than Dave Chappelle, since 

OPTIONS: 
-  Neil Patrick Harris had experience from Broadway. 
-  Dave Chappelle had experience from Broadway.
Output: Neil Patrick Harris had experience from Broadway.
=======================================
How does the sentence end?

Will Smith got his son in a movie since 

OPTIONS: 
-  Will Smith has much influence in the movie scene. 
-  his son has much influence in the movie scene.
Output: Will Smith has much influence in the movie scene.
=======================================
How does the sentence end?

Tom gave Ralph a lift to school so

 OPTIONS: 
- Tom wouldn't have to walk.
 - Ralph wouldn't have to walk.
Output: ",ralph wouldnt have to walk,ralph wouldnt have to walk,True,4
Bill passed the half-empty plate to John because,he,was full.,"Bill,John",0,"How does the sentence end?

When Debbie splashed Tina, 

OPTIONS: 
-  Debbie got in trouble. 
-  Tina got in trouble.
Output: Debbie got in trouble.
=======================================
How does the sentence end?

Randy went to Nick's store, and looked at 

OPTIONS: 
-  Randy groceries. 
-  Nick groceries.
Output: Nick groceries.
=======================================
How does the sentence end?

Anna tucked Olivia into bed because 

OPTIONS: 
-  Anna was caring. 
-  Olivia was caring.
Output: Anna was caring.
=======================================
How does the sentence end?

The Secretary and the President met about 

OPTIONS: 
-  The Secretary being elected. 
-  the President being elected.
Output: the President being elected.
=======================================
How does the sentence end?

Bill passed the half-empty plate to John because

 OPTIONS: 
- Bill was full.
 - John was full.
Output: ",bill was full,bill was full,True,4
Bill passed the half-empty plate to John because,he,was hungry.,"Bill,John",1,"How does the sentence end?

Derrick begged his boss for a raise but 

OPTIONS: 
-  Derrick did not get one. 
-  his boss did not get one.
Output: Derrick did not get one.
=======================================
How does the sentence end?

It annoyed Chris when Sebastian jangled his keys because 

OPTIONS: 
-  Chris wanted to make fun. 
-  Sebastian wanted to make fun.
Output: Sebastian wanted to make fun.
=======================================
How does the sentence end?

John tried to bake with Michael, but 

OPTIONS: 
-  John said ""I don't like kitchens!"" 
-  Michael said ""I don't like kitchens!""
Output: Michael said ""I don't like kitchens!""
=======================================
How does the sentence end?

Steve Ballmer took over as CEO of Microsoft after Bill Gates because 

OPTIONS: 
-  Steve Ballmer retired. 
-  Bill Gates retired.
Output: Bill Gates retired.
=======================================
How does the sentence end?

Bill passed the half-empty plate to John because

 OPTIONS: 
- Bill was hungry.
 - John was hungry.
Output: ",john was hungry,john was hungry,True,4
Bill passed the gameboy to John because,his,turn was over.,"Bill,John",0,"How does the sentence end?

Spiderman defeated Magnito because 

OPTIONS: 
-  Spiderman is a good guy. 
-  Magnito is a good guy.
Output: Spiderman is a good guy.
=======================================
How does the sentence end?

Shigeru Miyamoto was the mentor of Satoshi Tajiri, so 

OPTIONS: 
-  Shigeru Miyamoto taught many things. 
-  Satoshi Tajiri taught many things.
Output: Shigeru Miyamoto taught many things.
=======================================
How does the sentence end?

Bill punched Larry because 

OPTIONS: 
-  Bill was angry. 
-  Larry was angry.
Output: Bill was angry.
=======================================
How does the sentence end?

The children played games because 

OPTIONS: 
-  The children were entertaining. 
-  games were entertaining.
Output: games were entertaining.
=======================================
How does the sentence end?

Bill passed the gameboy to John because

 OPTIONS: 
- Bill turn was over.
 - John turn was over.
Output: ",bill turn was over,bill turn was over,True,4
Bill passed the gameboy to John because,his,turn was next.,"Bill,John",1,"How does the sentence end?

Shawn hit Joe but 

OPTIONS: 
-  Shawn did not scream. 
-  Joe did not scream.
Output: Joe did not scream.
=======================================
How does the sentence end?

Zidane headbutted Zambrotta because 

OPTIONS: 
-  Zidane was being insulting. 
-  Zambrotta was being insulting.
Output: Zambrotta was being insulting.
=======================================
How does the sentence end?

The music player did not open the file because 

OPTIONS: 
-  The music player was in the wrong format. 
-  the file was in the wrong format.
Output: the file was in the wrong format.
=======================================
How does the sentence end?

Emily asked Anna to stir the pot, but 

OPTIONS: 
-  Emily did not do it. 
-  Anna did not do it.
Output: Anna did not do it.
=======================================
How does the sentence end?

Bill passed the gameboy to John because

 OPTIONS: 
- Bill turn was next.
 - John turn was next.
Output: ",john turn was next,john turn was next,True,4
The man lifted the boy onto,his,shoulders.,"The man,The boy",0,"How does the sentence end?

Derrick begged his boss for a raise but 

OPTIONS: 
-  Derrick did not get one. 
-  his boss did not get one.
Output: Derrick did not get one.
=======================================
How does the sentence end?

Derrick begged his boss for a raise but 

OPTIONS: 
-  Derrick did not give one. 
-  his boss did not give one.
Output: his boss did not give one.
=======================================
How does the sentence end?

Robert fired Chris because 

OPTIONS: 
-  Robert couldn't do the job. 
-  Chris couldn't do the job.
Output: Chris couldn't do the job.
=======================================
How does the sentence end?

Sherry called Karla but 

OPTIONS: 
-  Sherry did not answer. 
-  Karla did not answer.
Output: Karla did not answer.
=======================================
How does the sentence end?

The man lifted the boy onto

 OPTIONS: 
- The man shoulders.
 - The boy shoulders.
Output: ",the man shoulders,the man shoulders,True,4
The man lifted the boy onto,his,bunk bed.,"The man,The boy",1,"How does the sentence end?

The youth outran the old man because 

OPTIONS: 
-  The youth was in shape. 
-  the old man was in shape.
Output: The youth was in shape.
=======================================
How does the sentence end?

The youth outran the old man because 

OPTIONS: 
-  The youth broke his hip. 
-  the old man broke his hip.
Output: the old man broke his hip.
=======================================
How does the sentence end?

Jack pushed John up the hill because 

OPTIONS: 
-  Jack was in a wheelbarrow. 
-  John was in a wheelbarrow.
Output: John was in a wheelbarrow.
=======================================
How does the sentence end?

Bob cooked omelets for Jack, because 

OPTIONS: 
-  Bob knew how. 
-  Jack knew how.
Output: Bob knew how.
=======================================
How does the sentence end?

The man lifted the boy onto

 OPTIONS: 
- The man bunk bed.
 - The boy bunk bed.
Output: ",the boy bunk bed,the boy bunk bed,True,4
