,test_sentence,score_wise_sentence
10,The delivery truck zoomed by the school bus because it was going so fast.,"The train conductor admonished the man standing in the doorway because OPTIONS: - The train conductor was not following the rules. - the man standing in the doorway was not following the rules.[OUT]the man standing in the doorway was not following the rules.[SEP]Anna tucked Olivia into bed because OPTIONS: - Anna was caring. - Olivia was caring.[OUT]Anna was caring.[SEP]Sarah went to Kelly's house because OPTIONS: - Sarah was home. - Kelly was home.[OUT]Kelly was home.[SEP]Rick Davis campaigned for John McCain since OPTIONS: - Rick Davis was the best man for office. - John McCain was the best man for office.[OUT]John McCain was the best man for office.[SEP]KFC sells better than Popeyes since OPTIONS: - KFC have better chicken. - Popeyes have better chicken.[OUT]KFC have better chicken.[SEP]The monsters at the haunted house chased the children because OPTIONS: - The monsters are trying to scare them. - the children are trying to scare them.[OUT]The monsters are trying to scare them.[SEP]Customer Support fields the questions of their customers so OPTIONS: - Customer Support could provide immediate assistance. - their customers could provide immediate assistance.[OUT]Customer Support could provide immediate assistance.[SEP]Skype has entered a partnership with Facebook, and OPTIONS: - Skype hope that more members join their social network. - Facebook hope that more members join their social network.[OUT]Facebook hope that more members join their social network.[SEP]John could not understand his waiter, because OPTIONS: - John was deaf. - his waiter was deaf.[OUT]John was deaf.[SEP]The professor told John that OPTIONS: - The professor passed him. - John passed him.[OUT]The professor passed him.[SEP]"
11,The delivery truck zoomed by the school bus because it was going so slow.,"Lions eat zebras because OPTIONS: - Lions are predators. - zebras are predators.[OUT]Lions are predators.[SEP]David hit Bill because Mary asked OPTIONS: - David to. - Bill to.[OUT]David to.[SEP]John ridiculed Bill because OPTIONS: - John liked to look down upon others. - Bill liked to look down upon others.[OUT]John liked to look down upon others.[SEP]Joy was jealous of Jenny because OPTIONS: - Joy was making less money than her. - Jenny was making less money than her.[OUT]Joy was making less money than her.[SEP]The separatists launched a surprise attack against the empire so OPTIONS: - The separatists could turn the tide of battle. - the empire could turn the tide of battle.[OUT]The separatists could turn the tide of battle.[SEP]Gold is more popular than black because OPTIONS: - Gold is shiny. - black is shiny.[OUT]Gold is shiny.[SEP]The authorities detained the hikers because OPTIONS: - The authorities were prejudiced. - the hikers were prejudiced.[OUT]The authorities were prejudiced.[SEP]Windows is worse than Linux because OPTIONS: - Windows has a lot of viruses. - Linux has a lot of viruses.[OUT]Windows has a lot of viruses.[SEP]DC Universe went free to play while World of Warcraft is subscription based, because OPTIONS: - DC Universe have maintained enough users to continue with their current payment model. - World of Warcraft have maintained enough users to continue with their current payment model.[OUT]World of Warcraft have maintained enough users to continue with their current payment model.[SEP]The Minecraft developers managed to win their case regarding copyright infringement against Bethesda Studios since OPTIONS: - The Minecraft developers did not violate any laws. - Bethesda Studios did not violate any laws.[OUT]The Minecraft developers did not violate any laws.[SEP]"
12,Frank felt vindicated when his longtime rival Bill revealed that he was the winner of the competition.,"Robert fired Chris because OPTIONS: - Robert no longer needed workers. - Chris no longer needed workers.[OUT]Robert no longer needed workers.[SEP]The listener did not complain about the singer because OPTIONS: - The listener was autotuned. - the singer was autotuned.[OUT]the singer was autotuned.[SEP]The counselor gave the student advice because OPTIONS: - The counselor feels obligated to help him. - the student feels obligated to help him.[OUT]The counselor feels obligated to help him.[SEP]The mother encouraged her daughter to sing a difficult song so OPTIONS: - The mother would be challenged. - her daughter would be challenged.[OUT]her daughter would be challenged.[SEP]The Axis forces lost the war to the Allied forces because OPTIONS: - The Axis forces fought on too many fronts. - the Allied forces fought on too many fronts.[OUT]The Axis forces fought on too many fronts.[SEP]The people barricaded themselves from the zombies because OPTIONS: - The people wanted to ease their hunger. - the zombies wanted to ease their hunger.[OUT]the zombies wanted to ease their hunger.[SEP]Batman is always teaching Robin new techniques and tips, since OPTIONS: - Batman is his mentor. - Robin is his mentor.[OUT]Batman is his mentor.[SEP]Prince Goro lectured Cano about the greatness of the emperor since OPTIONS: - Prince Goro wanted to make him understand his power. - Cano wanted to make him understand his power.[OUT]Prince Goro wanted to make him understand his power.[SEP]The Starbuck employees make all the drinks on the spot for morning customers so OPTIONS: - The Starbuck employees get their drinks nice and hot. - morning customers get their drinks nice and hot.[OUT]morning customers get their drinks nice and hot.[SEP]Daryel told Ross that OPTIONS: - Daryel was the ugliest person  - Ross was the ugliest person [OUT]Daryel was the ugliest person [SEP]"
13,Frank felt crushed when his longtime rival Bill revealed that he was the winner of the competition.,"The jurors deliberated on the defendants' fate for hours, but OPTIONS: - The jurors did not reach a verdict. - the defendants did not reach a verdict.[OUT]The jurors did not reach a verdict.[SEP]The cap fell off the bottle because OPTIONS: - The cap was pressurized. - the bottle was pressurized.[OUT]the bottle was pressurized.[SEP]The food in the refrigerator went bad because OPTIONS: - The food was past the expiration date. - the refrigerator was past the expiration date.[OUT]The food was past the expiration date.[SEP]Allen chased the leprechaun because OPTIONS: - Allen wanted a pot of gold. - the leprechaun wanted a pot of gold.[OUT]Allen wanted a pot of gold.[SEP]Kyle beat Mark in the race because OPTIONS: - Kyle was the fastest kid in school. - Mark was the fastest kid in school.[OUT]Kyle was the fastest kid in school.[SEP]John remembered Bill because OPTIONS: - John was memorable. - Bill was memorable.[OUT]Bill was memorable.[SEP]Stephen King called Spielberg so that OPTIONS: - Stephen King could ask for some money. - Spielberg could ask for some money.[OUT]Stephen King could ask for some money.[SEP]Jack raced past Dan since OPTIONS: - Jack car is old. - Dan car is old.[OUT]Dan car is old.[SEP]Dogs are friendlier than cats since OPTIONS: - Dogs enjoy the company of people. - cats enjoy the company of people.[OUT]Dogs enjoy the company of people.[SEP]The ski instructors taught the children the basics of skiing because OPTIONS: - The ski instructors have much experience to share and teach. - the children have much experience to share and teach.[OUT]The ski instructors have much experience to share and teach.[SEP]"
14,The man couldn't lift his son because he was so weak.,"Keith fired Blaine but OPTIONS: - Keith did not regret. - Blaine did not regret.[OUT]Keith did not regret.[SEP]Sherry called Karla but OPTIONS: - Sherry later regretted it. - Karla later regretted it.[OUT]Sherry later regretted it.[SEP]The school denied parents parking permits because OPTIONS: - The school violated parking rules. - parents violated parking rules.[OUT]parents violated parking rules.[SEP]Emma did not pass the ball to Janie, although OPTIONS: - Emma should have. - Janie should have.[OUT]Emma should have.[SEP]Frosted Flakes is tastier than Fiber One because OPTIONS: - Frosted Flakes taste bland due to the fiber. - Fiber One taste bland due to the fiber.[OUT]Fiber One taste bland due to the fiber.[SEP]Naruto has about 200 more episodes then Code Geass because OPTIONS: - Naruto finished the story in much fewer episodes. - Code Geass finished the story in much fewer episodes.[OUT]Code Geass finished the story in much fewer episodes.[SEP]The Swiss bank freezed the accounts of a crime syndicate because OPTIONS: - The Swiss bank had fraudulent money deposited in their account. - a crime syndicate had fraudulent money deposited in their account.[OUT]a crime syndicate had fraudulent money deposited in their account.[SEP]The Stars did not have many viewers watching the game last Friday since OPTIONS: - The Stars were all watching the World Series instead. - many viewers were all watching the World Series instead.[OUT]many viewers were all watching the World Series instead.[SEP]The collections agency often goes after delinquent accounts, but OPTIONS: - The collections agency sometimes make mistakes. - delinquent accounts sometimes make mistakes.[OUT]The collections agency sometimes make mistakes.[SEP]Beowulf was granted a magical artifact by King Henry that emitted a light since OPTIONS: - Beowulf wanted him to be able to find effectively in the dark. - King Henry wanted him to be able to find effectively in the dark.[OUT]King Henry wanted him to be able to find effectively in the dark.[SEP]"
15,The man couldn't lift his son because he was so heavy.,"Video games are outselling movies because OPTIONS: - Video games are fun to play. - movies are fun to play.[OUT]Video games are fun to play.[SEP]Google bought Motorola because OPTIONS: - Google were bankrupt. - Motorola were bankrupt.[OUT]Motorola were bankrupt.[SEP]Jack pushed Tim down the stairs and OPTIONS: - Jack slipped to the ground. - Tim slipped to the ground.[OUT]Tim slipped to the ground.[SEP]The computer could not run the program because OPTIONS: - The computer did not have enough memory. - the program did not have enough memory.[OUT]The computer did not have enough memory.[SEP]The chef made breakfast for the captain because OPTIONS: - The chef required food. - the captain required food.[OUT]the captain required food.[SEP]The boy lent his friend a pencil because the teacher told OPTIONS: - The boy to write. - his friend to write.[OUT]his friend to write.[SEP]The home team lost to the Giants because OPTIONS: - The home team were unable to pass. - the Giants were unable to pass.[OUT]The home team were unable to pass.[SEP]Rob was granted a gun license while Jon was not, because OPTIONS: - Rob had passed the background check. - Jon had passed the background check.[OUT]Rob had passed the background check.[SEP]LA Galaxy is constantly seeking famous players to fill their ranks, but OPTIONS: - LA Galaxy are constantly sought after by many teams with offers. - famous players are constantly sought after by many teams with offers.[OUT]famous players are constantly sought after by many teams with offers.[SEP]Policemen advocated the use of wire taps to track terrorists, because OPTIONS: - Policemen are hard to track. - terrorists are hard to track.[OUT]terrorists are hard to track.[SEP]"
16,The large ball crashed right through the table because it was made of steel.,"Kevin stared at Michael and OPTIONS: - Kevin got angry. - Michael got angry.[OUT]Michael got angry.[SEP]Firefox is used more than Internet Explorer because OPTIONS: - Firefox is less stable. - Internet Explorer is less stable.[OUT]Internet Explorer is less stable.[SEP]Godzilla will stomp all over Tokyo if OPTIONS: - Godzilla rises from the ocean. - Tokyo rises from the ocean.[OUT]Godzilla rises from the ocean.[SEP]The police officer shot the protester because OPTIONS: - The police officer lost composure. - the protester lost composure.[OUT]The police officer lost composure.[SEP]The University declared holiday to students because OPTIONS: - The University requested them. - students requested them.[OUT]students requested them.[SEP]Steve loved Bush but OPTIONS: - Steve did not accept. - Bush did not accept.[OUT]Bush did not accept.[SEP]Janice bought Kenda a car because OPTIONS: - Janice has money to spend. - Kenda has money to spend.[OUT]Janice has money to spend.[SEP]John tricked Bill because OPTIONS: - John was mischievous. - Bill was mischievous.[OUT]John was mischievous.[SEP]LA Galaxy is constantly seeking famous players to fill their ranks, because OPTIONS: - LA Galaxy are trying to obtain high profile players to incite popularity into the team. - famous players are trying to obtain high profile players to incite popularity into the team.[OUT]LA Galaxy are trying to obtain high profile players to incite popularity into the team.[SEP]We gave the toys to the toddlers, because OPTIONS: - the toys wanted to play. - the toddlers wanted to play.[OUT]the toddlers wanted to play.[SEP]"
17,The large ball crashed right through the table because it was made of styrofoam.,"The environmentalists were angry at the corporation because OPTIONS: - The environmentalists saw them polluting the creek. - the corporation saw them polluting the creek.[OUT]The environmentalists saw them polluting the creek.[SEP]Fred drove to Mack's tire shop, and OPTIONS: - Fred sold a tire. - Mack sold a tire.[OUT]Mack sold a tire.[SEP]John bought a beer for Bill because OPTIONS: - John likes cool guys. - Bill likes cool guys.[OUT]John likes cool guys.[SEP]John tricked Bill because OPTIONS: - John was mischievous. - Bill was mischievous.[OUT]John was mischievous.[SEP]William enforced a mandatory choir practice for Ryan since OPTIONS: - William is struggling with his singing abilities. - Ryan is struggling with his singing abilities.[OUT]Ryan is struggling with his singing abilities.[SEP]King Leonidas was more respected than King Henry because OPTIONS: - King Leonidas treated the people as equal citizens. - King Henry treated the people as equal citizens.[OUT]King Leonidas treated the people as equal citizens.[SEP]Software gives more profit over hardware since OPTIONS: - Software are costs with producing the materials each time. - hardware are costs with producing the materials each time.[OUT]hardware are costs with producing the materials each time.[SEP]The NBA will most likely have a lockout this year due to players rejecting their latest compromise, but OPTIONS: - The NBA refuse to write up a new compromise with them. - players refuse to write up a new compromise with them.[OUT]The NBA refuse to write up a new compromise with them.[SEP]Charles Dickinson shot at Andrew Jackson, so OPTIONS: - Charles Dickinson started reloading. - Andrew Jackson started reloading.[OUT]Charles Dickinson started reloading.[SEP]The US president had a meeting with the Chinese president, where OPTIONS: - The US president told him to release political prisoners. - the Chinese president told him to release political prisoners.[OUT]The US president told him to release political prisoners.[SEP]"
18,John couldn't see the stage with Billy in front of him because he is so short.,"Katy cried for Susan since OPTIONS: - Katy was sad. - Susan was sad.[OUT]Katy was sad.[SEP]Rocky won the match with Richard because OPTIONS: - Rocky had no energy. - Richard had no energy.[OUT]Richard had no energy.[SEP]Jack raced past Dan since OPTIONS: - Jack car is much faster. - Dan car is much faster.[OUT]Jack car is much faster.[SEP]The Philadelphia Eagles lost to the St. Louis Rams, but it was because OPTIONS: - Philadelphia Eagles had the home field advantage. - St Louis Rams had the home field advantage.[OUT]St Louis Rams had the home field advantage.[SEP]Angelina Jolie played the role of the mother of Grendell, since OPTIONS: - Angelina Jolie looked the best for the role. - the mother of Grendell looked the best for the role.[OUT]Angelina Jolie looked the best for the role.[SEP]Master Sifu passes wisdom on to Jack so OPTIONS: - Master Sifu listens very intently to what  - Jack listens very intently to what [OUT]Jack listens very intently to what [SEP]Boyfriends always try to go out of their way to treat their girlfriends with respect because OPTIONS: - Boyfriends are more inclined to stay with them when  - their girlfriends are more inclined to stay with them when [OUT]their girlfriends are more inclined to stay with them when [SEP]Mary asked Jim not to annoy the crazy person, as OPTIONS: - Jim might attack him. - the crazy person might attack him.[OUT]the crazy person might attack him.[SEP]A person is more productive on an IDE than a text editor, therefore OPTIONS: - an IDE should be used in general practice. - a text editor should be used in general practice.[OUT]an IDE should be used in general practice.[SEP]"
19,John couldn't see the stage with Billy in front of him because he is so tall.,"The boy tried to address his friend, but OPTIONS: - The boy could not hear. - his friend could not hear.[OUT]his friend could not hear.[SEP]Joy was jealous of Jenny because OPTIONS: - Joy was making less money than her. - Jenny was making less money than her.[OUT]Joy was making less money than her.[SEP]The police arrested the rioters because OPTIONS: - The police were preventing trouble. - the rioters were preventing trouble.[OUT]The police were preventing trouble.[SEP]My parents gave the neighbors tickets to Six Flags since OPTIONS: - My parents needed them. - the neighbors needed them.[OUT]the neighbors needed them.[SEP]Horses are faster at short distances than camels, but OPTIONS: - Horses can travel much further distances. - camels can travel much further distances.[OUT]camels can travel much further distances.[SEP]The Axis forces lost the war to the Allied forces because OPTIONS: - The Axis forces fought on too many fronts. - the Allied forces fought on too many fronts.[OUT]The Axis forces fought on too many fronts.[SEP]Chevrolet had to recently recall their cars so OPTIONS: - Chevrolet could receive a repair in their brakes. - their cars could receive a repair in their brakes.[OUT]their cars could receive a repair in their brakes.[SEP]Insurance companies charge a premium if people had an accident before, so OPTIONS: - Insurance companies try to maintain a clean record in order to avoid having to pay more. - people try to maintain a clean record in order to avoid having to pay more.[OUT]people try to maintain a clean record in order to avoid having to pay more.[SEP]Amazon predicted that oldies fans would like the Queen, Led Zeppelin, Frank Sinatra, The Beatles, and the Dave Matthews Band, but OPTIONS: - Amazon do not actually care for any of these bands. - oldies fans do not actually care for any of these bands.[OUT]oldies fans do not actually care for any of these bands.[SEP]Daryel told Ross that OPTIONS: - Daryel was the ugliest person  - Ross was the ugliest person [OUT]Daryel was the ugliest person [SEP]"
20,Tom threw his schoolbag down to Ray after he reached the top of the stairs.,"Jimbo was running from Bobbert because OPTIONS: - Jimbo wanted to get to the car first. - Bobbert wanted to get to the car first.[OUT]Jimbo wanted to get to the car first.[SEP]The striker scored on the goalie because OPTIONS: - The striker outran the defenders. - the goalie outran the defenders.[OUT]The striker outran the defenders.[SEP]Michael asked Jacob to dance because OPTIONS: - Michael was lonely. - Jacob was lonely.[OUT]Jacob was lonely.[SEP]Dad yelled at Sam because OPTIONS: - Dad was mad. - Sam was mad.[OUT]Dad was mad.[SEP]John tricked Bill because OPTIONS: - John was slow-witted. - Bill was slow-witted.[OUT]Bill was slow-witted.[SEP]God created Adam for good but OPTIONS: - God could not control his temptation. - Adam could not control his temptation.[OUT]Adam could not control his temptation.[SEP]The Board of Directors fired the management from the company since OPTIONS: - The Board of Directors did not think  - the management did not think [OUT]The Board of Directors did not think [SEP]Blockbuster increased the time allotted for customers to return videos, so OPTIONS: - Blockbuster would not be able to rent videos out quicker now. - customers would not be able to rent videos out quicker now.[OUT]customers would not be able to rent videos out quicker now.[SEP]Commissioner Gordon has to constantly call upon Batman since OPTIONS: - Commissioner Gordon is an extremely efficient crime fighter. - Batman is an extremely efficient crime fighter.[OUT]Batman is an extremely efficient crime fighter.[SEP]A mathematical equation is more influential than politics, because OPTIONS: - A mathematical equation will stand forever. - politics will stand forever.[OUT]A mathematical equation will stand forever.[SEP]"
21,Tom threw his schoolbag down to Ray after he reached the bottom of the stairs.,"The bird perched on the limb and OPTIONS: - The bird sang. - the limb sang.[OUT]The bird sang.[SEP]Sam cheated Sally but OPTIONS: - Sally did not repent. - Sam did not repent.[OUT]Sam did not repent.[SEP]John bought a beer for Bill because OPTIONS: - John is cool. - Bill is cool.[OUT]Bill is cool.[SEP]Bob Marley shot the sheriff, but OPTIONS: - Bob Marley survived. - the sheriff survived.[OUT]the sheriff survived.[SEP]The children egged the neighbors because OPTIONS: - The children had no dignity. - the neighbors had no dignity.[OUT]The children had no dignity.[SEP]Rob was granted a gun license while Jon was not, because OPTIONS: - Rob had a criminal past. - Jon had a criminal past.[OUT]Jon had a criminal past.[SEP]Lucy gave a tutorial on how to install IOS 5 to Cindy since OPTIONS: - Lucy is familiar with software upgrades. - Cindy is familiar with software upgrades.[OUT]Lucy is familiar with software upgrades.[SEP]The graduate students spend every waking moment studying for their classes, but OPTIONS: - The graduate students still need to devote time to friends and family as well. - their classes still need to devote time to friends and family as well.[OUT]The graduate students still need to devote time to friends and family as well.[SEP]NASA helped the Autobots to exile from the planet after OPTIONS: - NASA were told to leave. - the Autobots were told to leave.[OUT]the Autobots were told to leave.[SEP]The Dallas Cowboys lost their lead to the Redskins because OPTIONS: - The Dallas Cowboys started to perform very well in the second half. - the Redskins started to perform very well in the second half.[OUT]the Redskins started to perform very well in the second half.[SEP]"
22,"Although they ran at about the same speed, Sue beat Sally because she had such a good start.","The doctor told Susan that OPTIONS: - The doctor had been busy. - Susan had been busy.[OUT]The doctor had been busy.[SEP]Kurt flew in Alex's plane, and OPTIONS: - Kurt asked him to come again. - Alex asked him to come again.[OUT]Alex asked him to come again.[SEP]The environmentalists were angry at the corporation because OPTIONS: - The environmentalists had ignored their proposal. - the corporation had ignored their proposal.[OUT]the corporation had ignored their proposal.[SEP]The mysterious creature is drinking whiskey because OPTIONS: - The mysterious creature tastes good. - whiskey tastes good.[OUT]whiskey tastes good.[SEP]John asked the scientist what OPTIONS: - John could do to help. - the scientist could do to help.[OUT]John could do to help.[SEP]Tom gave James a coat because OPTIONS: - Tom was cold. - James was cold.[OUT]James was cold.[SEP]Dogs are friendlier than cats since OPTIONS: - Dogs would rather be alone. - cats would rather be alone.[OUT]cats would rather be alone.[SEP]The police arrested the criminals since OPTIONS: - The police break the law. - the criminals break the law.[OUT]the criminals break the law.[SEP]Field Reporter Chris Johnson interviewed Corporal Mason since OPTIONS: - Field Reporter Chris Johnson needs to get the story for the media. - Corporal Mason needs to get the story for the media.[OUT]Field Reporter Chris Johnson needs to get the story for the media.[SEP]Rammstein performed their latest hit single to the masses of Germany because OPTIONS: - Rammstein wanted to hear their newest masterpieces. - the masses of Germany wanted to hear their newest masterpieces.[OUT]the masses of Germany wanted to hear their newest masterpieces.[SEP]"
23,"Although they ran at about the same speed, Sue beat Sally because she had such a bad start.","The company accepted the resolution because OPTIONS: - The company was well-written. - the resolution was well-written.[OUT]the resolution was well-written.[SEP]Henry changed Jack's oil, because OPTIONS: - Henry gave him money. - Jack gave him money.[OUT]Jack gave him money.[SEP]Gartok defeated Grognak because OPTIONS: - Gartok was puny and weak. - Grognak was puny and weak.[OUT]Grognak was puny and weak.[SEP]The wolves ate the cows because OPTIONS: - The wolves were hungry. - the cows were hungry.[OUT]The wolves were hungry.[SEP]John gave a large sum of money to Bill because OPTIONS: - John needed a loan. - Bill needed a loan.[OUT]Bill needed a loan.[SEP]The wine busted the cask because OPTIONS: - The wine was too small. - the cask was too small.[OUT]the cask was too small.[SEP]Space Marines are played more often than Orks, so OPTIONS: - Space Marines are always the most played at tournaments. - Orks are always the most played at tournaments.[OUT]Space Marines are always the most played at tournaments.[SEP]Field Reporter Chris Johnson interviewed Corporal Mason because OPTIONS: - Field Reporter Chris Johnson can provide information from fighting on the front line. - Corporal Mason can provide information from fighting on the front line.[OUT]Corporal Mason can provide information from fighting on the front line.[SEP]The Crusaders fought many unholy enemies since OPTIONS: - The Crusaders were considered unholy by the priests. - many unholy enemies were considered unholy by the priests.[OUT]many unholy enemies were considered unholy by the priests.[SEP]Walmart is enforcing strict guidelines for customers this Black Friday, but OPTIONS: - Walmart may not always follow them even if  - customers may not always follow them even if [OUT]customers may not always follow them even if [SEP]"
