left,pron,right,candidates,selected,input_prompt,predicted,correct_sent,correct,number of shots
Bill passed the gameboy to John because,his,turn was next.,"Bill,John",1,"How does the sentence end?

We gave the toys to the toddlers, because

OPTIONS: 
- the toys
- the toddlers
Output: the toddlers wanted to play.

How does the sentence end?

John appreciated Bill because

OPTIONS: 
- John
- Bill
Output: John had been in need.

How does the sentence end?

John thanked Bill because

OPTIONS: 
- John
- Bill
Output: Bill was helpful.

How does the sentence end?

The children played games because

OPTIONS: 
- The children
- games
Output: The children were bored.

How does the sentence end?

The children played games because

OPTIONS: 
- The children
- games
Output: games were entertaining.

How does the sentence end ?

Bill passed the gameboy to John because

OPTIONS: 
- Bill turn was next.
- John turn was next.
Thought: Use similar thought as before.
Output: ",john turn was next,john turn was next,True,5
The man lifted the boy onto,his,shoulders.,"The man,The boy",0,"How does the sentence end?

Shigeru Miyamoto was the mentor of Satoshi Tajiri, so

OPTIONS: 
- Shigeru Miyamoto
- Satoshi Tajiri
Output: Shigeru Miyamoto taught many things.

How does the sentence end?

Luigi rescued Mario because

OPTIONS: 
- Luigi
- Mario
Output: Luigi was the only one who can.

How does the sentence end?

Jack pushed John up the hill because

OPTIONS: 
- Jack
- John
Output: Jack is a good samaritan.

How does the sentence end?

Luigi rescued Mario because

OPTIONS: 
- Luigi
- Mario
Output: Mario was in trouble.

How does the sentence end?

Darth Vader said to Luke Skywalker, ""I am your father"", because

OPTIONS: 
- Darth Vader
- Luke Skywalker
Output: Darth Vader was his father.

How does the sentence end ?

The man lifted the boy onto

OPTIONS: 
- The man shoulders.
- The boy shoulders.
Thought: Use similar thought as before.
Output: ",the man shoulders,the man shoulders,True,5
The man lifted the boy onto,his,bunk bed.,"The man,The boy",1,"How does the sentence end?

Luigi rescued Mario because

OPTIONS: 
- Luigi
- Mario
Output: Luigi was the only one who can.

How does the sentence end?

Luigi rescued Mario because

OPTIONS: 
- Luigi
- Mario
Output: Mario was in trouble.

How does the sentence end?

John visited his son so

OPTIONS: 
- John
- his son
Output: his son would feel loved.

How does the sentence end?

Nancy adopted a baby girl because

OPTIONS: 
- Nancy
- a baby girl
Output: a baby girl was picked to be adopted.

How does the sentence end?

John visited his son so

OPTIONS: 
- John
- his son
Output: John could spent time with him.

How does the sentence end ?

The man lifted the boy onto

OPTIONS: 
- The man bunk bed.
- The boy bunk bed.
Thought: Use similar thought as before.
Output: ",the man bunk bed,the boy bunk bed,False,5
Stretching,her,"back, the woman smiled at the girl.","The woman,The girl",0,"How does the sentence end?

Nancy adopted a baby girl because

OPTIONS: 
- Nancy
- a baby girl
Output: a baby girl was picked to be adopted.

How does the sentence end?

When the preschoolers visited the senior citizens,

OPTIONS: 
- the preschoolers
- the senior citizens
Output: the senior citizens were very hospitable.

How does the sentence end?

Nancy adopted a baby girl because

OPTIONS: 
- Nancy
- a baby girl
Output: Nancy always wanted a daughter.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

Kathy looked after the children of Mrs. Faith because

OPTIONS: 
- Kathy
- Mrs Faith
Output: Kathy is quite capable as a baby sitter.

How does the sentence end ?

Stretching

OPTIONS: 
- The woman back, the woman smiled at the girl.
- The girl back, the woman smiled at the girl.
Thought: Use similar thought as before.
Output: ",the girl back the woman smiled at the girl,the woman back the woman smiled at the girl,False,5
Patting,her,"back, the woman smiled at the girl.","The woman,The girl",1,"How does the sentence end?

Nancy adopted a baby girl because

OPTIONS: 
- Nancy
- a baby girl
Output: a baby girl was picked to be adopted.

How does the sentence end?

Tim gave Marlo a pat on the back because

OPTIONS: 
- Tim
- Marlo
Output: Tim wanted to help.

How does the sentence end?

When the preschoolers visited the senior citizens,

OPTIONS: 
- the preschoolers
- the senior citizens
Output: the senior citizens were very hospitable.

How does the sentence end?

Tim gave Marlo a pat on the back because

OPTIONS: 
- Tim
- Marlo
Output: Marlo looked sad.

How does the sentence end?

Nancy adopted a baby girl because

OPTIONS: 
- Nancy
- a baby girl
Output: Nancy always wanted a daughter.

How does the sentence end ?

Patting

OPTIONS: 
- The woman back, the woman smiled at the girl.
- The girl back, the woman smiled at the girl.
Thought: Use similar thought as before.
Output: ",the girl back the woman smiled at the girl,the girl back the woman smiled at the girl,True,5
Billy cried because Toby wouldn't accept,his,toy.,"Billy,Toby",0,"How does the sentence end?

The older male cat is bullying the new younger male cat so that

OPTIONS: 
- The older male cat
- the new younger male cat
Output: The older male cat can assert his dominance.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

Santa Claus and his elves distributed millions of presents worldwide to the children of the world, but

OPTIONS: 
- Santa Claus and his elves
- the children of the world
Output: the children of the world do not all believe in them being able to give presents worldwide in a night.

How does the sentence end?

Tobias is upset with William because

OPTIONS: 
- Tobias
- William
Output: Tobias would not pay.

How does the sentence end?

The boy scouts were able to raise more money for charity over the girl scouts since

OPTIONS: 
- The boy scouts
- the girl scouts
Output: the girl scouts were not able to raise funds as actively.

How does the sentence end ?

Billy cried because Toby wouldn't accept

OPTIONS: 
- Billy toy.
- Toby toy.
Thought: Use similar thought as before.
Output: ",billy toy,billy toy,True,5
Billy cried because Toby wouldn't share,his,toy.,"Billy,Toby",1,"How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

The older male cat is bullying the new younger male cat so that

OPTIONS: 
- The older male cat
- the new younger male cat
Output: The older male cat can assert his dominance.

How does the sentence end?

Santa Claus and his elves distributed millions of presents worldwide to the children of the world, but

OPTIONS: 
- Santa Claus and his elves
- the children of the world
Output: the children of the world do not all believe in them being able to give presents worldwide in a night.

How does the sentence end?

The boy scouts were able to raise more money for charity over the girl scouts since

OPTIONS: 
- The boy scouts
- the girl scouts
Output: the girl scouts were not able to raise funds as actively.

How does the sentence end ?

Billy cried because Toby wouldn't share

OPTIONS: 
- Billy toy.
- Toby toy.
Thought: Use similar thought as before.
Output: ",toby toy,toby toy,True,5
"Lily spoke to Donna, breaking",her,silence.,"Lily,Donna",0,"How does the sentence end?

The artist told the model that

OPTIONS: 
- The artist
- the model
Output: the model needed to stand up straighter.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect because

OPTIONS: 
- Boyfriends
- their girlfriends
Output: their girlfriends are more inclined to stay with them when 

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end ?

Lily spoke to Donna, breaking

OPTIONS: 
- Lily silence.
- Donna silence.
Thought: Use similar thought as before.
Output: ",lily silence,lily silence,True,5
"Lily spoke to Donna, breaking",her,concentration.,"Lily,Donna",1,"How does the sentence end?

The counselor gave the student advice because

OPTIONS: 
- The counselor
- the student
Output: The counselor feels obligated to help him.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

The artist told the model that

OPTIONS: 
- The artist
- the model
Output: the model needed to stand up straighter.

How does the sentence end ?

Lily spoke to Donna, breaking

OPTIONS: 
- Lily concentration.
- Donna concentration.
Thought: Use similar thought as before.
Output: ",lily concentration,donna concentration,False,5
"When Tommy dropped his ice cream, Timmy giggled, so father gave",him,a sympathetic look.,"Tommy,Timmy",0,"How does the sentence end?

The boy laughed at his friend because

OPTIONS: 
- The boy
- his friend
Output: his friend made the joke.

How does the sentence end?

The boy laughed at his friend because

OPTIONS: 
- The boy
- his friend
Output: The boy heard the joke.

How does the sentence end?

The father convinced his son that it is possible for him to one day become a knight, because

OPTIONS: 
- The father
- his son
Output: The father did not want to crush his dreams.

How does the sentence end?

John visited his son so

OPTIONS: 
- John
- his son
Output: his son would feel loved.

How does the sentence end?

UPS provides much convenience to the customers with their drop off service since

OPTIONS: 
- UPS
- the customers
Output: UPS make the shipping of packages extremely easy.

How does the sentence end ?

When Tommy dropped his ice cream, Timmy giggled, so father gave

OPTIONS: 
- Tommy a sympathetic look.
- Timmy a sympathetic look.
Thought: Use similar thought as before.
Output: ",tommy a sympathetic look,tommy a sympathetic look,True,5
"When Tommy dropped his ice cream, Timmy giggled, so father gave",him,a stern look.,"Tommy,Timmy",1,"How does the sentence end?

The boy laughed at his friend because

OPTIONS: 
- The boy
- his friend
Output: The boy heard the joke.

How does the sentence end?

The mother punished the daughter because

OPTIONS: 
- The mother
- the daughter
Output: The mother was provoked.

How does the sentence end?

The boy laughed at his friend because

OPTIONS: 
- The boy
- his friend
Output: his friend made the joke.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end ?

When Tommy dropped his ice cream, Timmy giggled, so father gave

OPTIONS: 
- Tommy a stern look.
- Timmy a stern look.
Thought: Use similar thought as before.
Output: ",timmy a stern look,timmy a stern look,True,5
"As Ollie carried Tommy up the long winding steps,",his,legs ached.,"Ollie,Tommy",0,"How does the sentence end?

Mike tried to follow Tom but

OPTIONS: 
- Mike
- Tom
Output: Mike could not keep up.

How does the sentence end?

Jack pushed John up the hill because

OPTIONS: 
- Jack
- John
Output: John was in a wheelbarrow.

How does the sentence end?

Jack pushed John up the hill because

OPTIONS: 
- Jack
- John
Output: Jack is a good samaritan.

How does the sentence end?

Horses are faster at short distances than camels, but

OPTIONS: 
- Horses
- camels
Output: Horses cannot trek as far.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end ?

As Ollie carried Tommy up the long winding steps,

OPTIONS: 
- Ollie legs ached.
- Tommy legs ached.
Thought: Use similar thought as before.
Output: ",ollie legs ached,ollie legs ached,True,5
"As Ollie carried Tommy up the long winding steps,",his,legs dangled.,"Ollie,Tommy",1,"How does the sentence end?

Jack pushed John up the hill because

OPTIONS: 
- Jack
- John
Output: Jack is a good samaritan.

How does the sentence end?

Jack pushed John up the hill because

OPTIONS: 
- Jack
- John
Output: John was in a wheelbarrow.

How does the sentence end?

Jack pushed Tim down the stairs and

OPTIONS: 
- Jack
- Tim
Output: Tim slipped to the ground.

How does the sentence end?

Mike tried to follow Tom but

OPTIONS: 
- Mike
- Tom
Output: Mike could not keep up.

How does the sentence end?

Scrooge was moved by the appearance of Timmy because

OPTIONS: 
- Scrooge
- Timmy
Output: Scrooge felt bad for the crippled, nice boy.

How does the sentence end ?

As Ollie carried Tommy up the long winding steps,

OPTIONS: 
- Ollie legs dangled.
- Tommy legs dangled.
Thought: Use similar thought as before.
Output: ",tommy legs dangled,tommy legs dangled,True,5
The father carried the sleeping boy in,his,arms,"The father,The boy",0,"How does the sentence end?

Luigi rescued Mario because

OPTIONS: 
- Luigi
- Mario
Output: Luigi was the only one who can.

How does the sentence end?

John visited his son so

OPTIONS: 
- John
- his son
Output: his son would feel loved.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence, but

OPTIONS: 
- The NSA
- their agents
Output: their agents were not able to gather the intelligence for them.

How does the sentence end?

The father convinced his son that it is possible for him to one day become a knight, because

OPTIONS: 
- The father
- his son
Output: The father did not want to crush his dreams.

How does the sentence end?

John visited his son so

OPTIONS: 
- John
- his son
Output: John could spent time with him.

How does the sentence end ?

The father carried the sleeping boy in

OPTIONS: 
- The father arms
- The boy arms
Thought: Use similar thought as before.
Output: ",the father arms is the correct form of arms,the father arms,False,5
The father carried the sleeping boy in,his,bassinet.,"The father,The boy",1,"How does the sentence end?

The father convinced his son that it is possible for him to one day become a knight, because

OPTIONS: 
- The father
- his son
Output: The father did not want to crush his dreams.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence, but

OPTIONS: 
- The NSA
- their agents
Output: their agents were not able to gather the intelligence for them.

How does the sentence end?

John visited his son so

OPTIONS: 
- John
- his son
Output: his son would feel loved.

How does the sentence end?

The father convinced his son that it is possible for him to one day become a knight, but

OPTIONS: 
- The father
- his son
Output: his son may never achieve such status coming from a peasant family.

How does the sentence end?

Parents send their children to bed, and

OPTIONS: 
- Parents
- their children
Output: their children have to listen to authority since 

How does the sentence end ?

The father carried the sleeping boy in

OPTIONS: 
- The father bassinet.
- The boy bassinet.
Thought: Use similar thought as before.
Output: ",the boy bassinet,the boy bassinet,True,5
The woman held the girl against,her,chest,"The woman,The girl",0,"How does the sentence end?

Nancy adopted a baby girl because

OPTIONS: 
- Nancy
- a baby girl
Output: a baby girl was picked to be adopted.

How does the sentence end?

Nancy adopted a baby girl because

OPTIONS: 
- Nancy
- a baby girl
Output: Nancy always wanted a daughter.

How does the sentence end?

Kathy looked after the children of Mrs. Faith because

OPTIONS: 
- Kathy
- Mrs Faith
Output: Kathy is quite capable as a baby sitter.

How does the sentence end?

Anna tucked Olivia into bed because

OPTIONS: 
- Anna
- Olivia
Output: Anna was caring.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence, but

OPTIONS: 
- The NSA
- their agents
Output: their agents were not able to gather the intelligence for them.

How does the sentence end ?

The woman held the girl against

OPTIONS: 
- The woman chest
- The girl chest
Thought: Use similar thought as before.
Output: ",the woman chest is the correct answer,the woman chest,False,5
The woman held the girl against,her,will.,"The woman,The girl",1,"How does the sentence end?

Sharon was not able to share her supplies with Molly, even though

OPTIONS: 
- Sharon
- Molly
Output: Molly desperately needs supplies.

How does the sentence end?

The parents grounded the children since

OPTIONS: 
- The parents
- the children
Output: The parents demanded obedience.

How does the sentence end?

The parents grounded the children since

OPTIONS: 
- The parents
- the children
Output: the children were disobedient.

How does the sentence end?

Nancy adopted a baby girl because

OPTIONS: 
- Nancy
- a baby girl
Output: Nancy always wanted a daughter.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end ?

The woman held the girl against

OPTIONS: 
- The woman will.
- The girl will.
Thought: Use similar thought as before.
Output: ",the girl will,the girl will,True,5
"Pam's parents came home and found her having sex with her boyfriend, Paul.",They,were furious about it.,"Pam's parents,Pam and Paul",0,"How does the sentence end?

The mother punished the daughter because

OPTIONS: 
- The mother
- the daughter
Output: The mother was provoked.

How does the sentence end?

Dad yelled at Sam because

OPTIONS: 
- Dad
- Sam
Output: Dad was mad.

How does the sentence end?

The parents grounded the children since

OPTIONS: 
- The parents
- the children
Output: The parents demanded obedience.

How does the sentence end?

The mother punishes the daughter because

OPTIONS: 
- The mother
- the daughter
Output: the daughter was disobedient.

How does the sentence end?

Stacy lied about partying to her mom, but

OPTIONS: 
- Stacy
- her mom
Output: her mom found out.

How does the sentence end ?

Pam's parents came home and found her having sex with her boyfriend, Paul.

OPTIONS: 
- Pam's parents were furious about it.
- Pam and Paul were furious about it.
Thought: Use similar thought as before.
Output: ",pams parents were furious about it,pams parents were furious about it,True,5
"Pam's parents came home and found her having sex with her boyfriend, Paul.",They,were embarrassed about it.,"Pam's parents,Pam and Paul",1,"How does the sentence end?

The mother punished the daughter because

OPTIONS: 
- The mother
- the daughter
Output: The mother was provoked.

How does the sentence end?

The parents grounded the children since

OPTIONS: 
- The parents
- the children
Output: The parents demanded obedience.

How does the sentence end?

Stacy lied about partying to her mom, but

OPTIONS: 
- Stacy
- her mom
Output: her mom found out.

How does the sentence end?

Stacy lied about partying to her mom, but

OPTIONS: 
- Stacy
- her mom
Output: Stacy feared that 

How does the sentence end?

Parents send their children to bed, and

OPTIONS: 
- Parents
- their children
Output: their children have to listen to authority since 

How does the sentence end ?

Pam's parents came home and found her having sex with her boyfriend, Paul.

OPTIONS: 
- Pam's parents were embarrassed about it.
- Pam and Paul were embarrassed about it.
Thought: Use similar thought as before.
Output: ",pam and paul were embarrassed about it,pam and paul were embarrassed about it,True,5
Dr. Adams informed Kate that,she,had retired and presented several options for future treatment.,"Dr. Adams,Kate",0,"How does the sentence end?

The advisor told the President that

OPTIONS: 
- The advisor
- the President
Output: The advisor was resigning.

How does the sentence end?

The counselor gave the student advice because

OPTIONS: 
- The counselor
- the student
Output: The counselor feels obligated to help him.

How does the sentence end?

The doctor told Susan that

OPTIONS: 
- The doctor
- Susan
Output: The doctor had been busy.

How does the sentence end?

A series of injections are used to battle a type of cancer in patients, but

OPTIONS: 
- A series of injections
- patients
Output: A series of injections do not always provide a hundred percent success rate.

How does the sentence end?

The company accepted the resolution because

OPTIONS: 
- The company
- the resolution
Output: The company was desperate.

How does the sentence end ?

Dr. Adams informed Kate that

OPTIONS: 
- Dr. Adams had retired and presented several options for future treatment.
- Kate had retired and presented several options for future treatment.
Thought: Use similar thought as before.
Output: ",dr adams had retired and presented several options for future treatment,dr adams had retired and presented several options for future treatment,True,5
Dr. Adams informed Kate that,she,had cancer and presented several options for future treatment.,"Dr. Adams,Kate",1,"How does the sentence end?

The counselor gave the student advice because

OPTIONS: 
- The counselor
- the student
Output: The counselor feels obligated to help him.

How does the sentence end?

The company accepted the resolution because

OPTIONS: 
- The company
- the resolution
Output: The company was desperate.

How does the sentence end?

A series of injections are used to battle a type of cancer in patients, but

OPTIONS: 
- A series of injections
- patients
Output: A series of injections do not always provide a hundred percent success rate.

How does the sentence end?

A series of injections are used to battle a type of cancer in patients because

OPTIONS: 
- A series of injections
- patients
Output: patients have a special type of drug which counteracts this sickness.

How does the sentence end?

Katy cried for Susan since

OPTIONS: 
- Katy
- Susan
Output: Katy was sad.

How does the sentence end ?

Dr. Adams informed Kate that

OPTIONS: 
- Dr. Adams had cancer and presented several options for future treatment.
- Kate had cancer and presented several options for future treatment.
Thought: Use similar thought as before.
Output: ",kate had cancer and presented several options for future treatment,kate had cancer and presented several options for future treatment,True,5
Dan had to stop Bill from toying with the injured bird.,He,is very compassionate.,"Dan,Bill",0,"How does the sentence end?

The older male cat is bullying the new younger male cat so

OPTIONS: 
- The older male cat
- the new younger male cat
Output: the new younger male cat has been submissive.

How does the sentence end?

The older male cat is bullying the new younger male cat so that

OPTIONS: 
- The older male cat
- the new younger male cat
Output: The older male cat can assert his dominance.

How does the sentence end?

The master rewarded the dog because

OPTIONS: 
- The master
- the dog
Output: The master was a good owner.

How does the sentence end?

The counselor gave the student advice because

OPTIONS: 
- The counselor
- the student
Output: The counselor feels obligated to help him.

How does the sentence end?

John tricked Bill because

OPTIONS: 
- John
- Bill
Output: John was mischievous.

How does the sentence end ?

Dan had to stop Bill from toying with the injured bird.

OPTIONS: 
- Dan is very compassionate.
- Bill is very compassionate.
Thought: Use similar thought as before.
Output: ",dan is very compassionate,dan is very compassionate,True,5
Dan had to stop Bill from toying with the injured bird.,He,is very cruel.,"Dan,Bill",1,"How does the sentence end?

The older male cat is bullying the new younger male cat so

OPTIONS: 
- The older male cat
- the new younger male cat
Output: the new younger male cat has been submissive.

How does the sentence end?

The older male cat is bullying the new younger male cat so that

OPTIONS: 
- The older male cat
- the new younger male cat
Output: The older male cat can assert his dominance.

How does the sentence end?

The invaders showed no mercy to the defenders because

OPTIONS: 
- The invaders
- the defenders
Output: The invaders are a vicious and unforgiving people.

How does the sentence end?

John ridiculed Bill because

OPTIONS: 
- John
- Bill
Output: John liked to look down upon others.

How does the sentence end?

John tricked Bill because

OPTIONS: 
- John
- Bill
Output: Bill was slow-witted.

How does the sentence end ?

Dan had to stop Bill from toying with the injured bird.

OPTIONS: 
- Dan is very cruel.
- Bill is very cruel.
Thought: Use similar thought as before.
Output: ",bill is very cruel,bill is very cruel,True,5
"George got free tickets to the play, but he gave them to Eric, even though",he,was particularly eager to see it.,"George,Eric",0,"How does the sentence end?

My parents gave the neighbors tickets to Six Flags since

OPTIONS: 
- My parents
- the neighbors
Output: My parents had extras.

How does the sentence end?

My parents gave the neighbors tickets to Six Flags since

OPTIONS: 
- My parents
- the neighbors
Output: the neighbors needed them.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

The professor highly recommends the student because

OPTIONS: 
- The professor
- the student
Output: The professor appreciates an inquisitive mind.

How does the sentence end?

MIT accepted the students, because

OPTIONS: 
- MIT
- the students
Output: MIT decided that 

How does the sentence end ?

George got free tickets to the play, but he gave them to Eric, even though

OPTIONS: 
- George was particularly eager to see it.
- Eric was particularly eager to see it.
Thought: Use similar thought as before.
Output: ",george was particularly eager to see it,george was particularly eager to see it,True,5
"George got free tickets to the play, but he gave them to Eric, because",he,was particularly eager to see it.,"George,Eric",1,"How does the sentence end?

My parents gave the neighbors tickets to Six Flags since

OPTIONS: 
- My parents
- the neighbors
Output: My parents had extras.

How does the sentence end?

My parents gave the neighbors tickets to Six Flags since

OPTIONS: 
- My parents
- the neighbors
Output: the neighbors needed them.

How does the sentence end?

The Centurion lent Doctor Who his ear since

OPTIONS: 
- The Centurion
- Doctor Who
Output: The Centurion had pledged his loyalty.

How does the sentence end?

The professor highly recommends the student because

OPTIONS: 
- The professor
- the student
Output: The professor appreciates an inquisitive mind.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end ?

George got free tickets to the play, but he gave them to Eric, because

OPTIONS: 
- George was particularly eager to see it.
- Eric was particularly eager to see it.
Thought: Use similar thought as before.
Output: ",eric was particularly eager to see it,eric was particularly eager to see it,True,5
"George got free tickets to the play, but he gave them to Eric, because",he,was not particularly eager to see it.,"George,Eric",0,"How does the sentence end?

My parents gave the neighbors tickets to Six Flags since

OPTIONS: 
- My parents
- the neighbors
Output: My parents had extras.

How does the sentence end?

My parents gave the neighbors tickets to Six Flags since

OPTIONS: 
- My parents
- the neighbors
Output: the neighbors needed them.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

Rammstein performed their latest hit single to the masses of Germany since

OPTIONS: 
- Rammstein
- the masses of Germany
Output: Rammstein wanted to perform for this native country first.

How does the sentence end?

The professor told John that

OPTIONS: 
- The professor
- John
Output: The professor passed him.

How does the sentence end ?

George got free tickets to the play, but he gave them to Eric, because

OPTIONS: 
- George was not particularly eager to see it.
- Eric was not particularly eager to see it.
Thought: Use similar thought as before.
Output: ",george was not particularly eager to see it,george was not particularly eager to see it,True,5
Jane gave Joan candy because,she,wasn't hungry.,"Jane,Joan",0,"How does the sentence end?

The master rewarded the dog because

OPTIONS: 
- The master
- the dog
Output: The master was a good owner.

How does the sentence end?

The man gave the beggar some money because

OPTIONS: 
- The man
- the beggar
Output: The man was very generous.

How does the sentence end?

The boy gave his friend a cookie because

OPTIONS: 
- The boy
- his friend
Output: The boy had an extra.

How does the sentence end?

The nurse gave the girl a lollypop because

OPTIONS: 
- The nurse
- the girl
Output: The nurse had too many.

How does the sentence end?

The boy gave his friend a cookie because

OPTIONS: 
- The boy
- his friend
Output: his friend was hungry.

How does the sentence end ?

Jane gave Joan candy because

OPTIONS: 
- Jane wasn't hungry.
- Joan wasn't hungry.
Thought: Use similar thought as before.
Output: ",jane wasnt hungry,jane wasnt hungry,True,5
Jane gave Joan candy because,she,was hungry.,"Jane,Joan",1,"How does the sentence end?

The master rewarded the dog because

OPTIONS: 
- The master
- the dog
Output: The master was a good owner.

How does the sentence end?

The man gave the beggar some money because

OPTIONS: 
- The man
- the beggar
Output: The man was very generous.

How does the sentence end?

The boy gave his friend a cookie because

OPTIONS: 
- The boy
- his friend
Output: The boy had an extra.

How does the sentence end?

The nurse gave the girl a lollypop because

OPTIONS: 
- The nurse
- the girl
Output: The nurse had too many.

How does the sentence end?

The nurse gave the girl a lollypop so that

OPTIONS: 
- The nurse
- the girl
Output: the girl would stop crying.

How does the sentence end ?

Jane gave Joan candy because

OPTIONS: 
- Jane was hungry.
- Joan was hungry.
Thought: Use similar thought as before.
Output: ",joan was hungry,joan was hungry,True,5
"I tried to paint a picture of an orchard, with lemons in the lemon trees,  but",they,came out looking more like light bulbs.,"lemons,lemon trees",0,"How does the sentence end?

The artist told the model that

OPTIONS: 
- The artist
- the model
Output: The artist needed to get more paint.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

The painting was at the museum because

OPTIONS: 
- The painting
- the museum
Output: the museum was having a display.

How does the sentence end?

Lemuel painted Jim a piece of art since

OPTIONS: 
- Lemuel
- Jim
Output: Lemuel knew how.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end ?

I tried to paint a picture of an orchard, with lemons in the lemon trees,  but

OPTIONS: 
- lemons came out looking more like light bulbs.
- lemon trees came out looking more like light bulbs.
Thought: Use similar thought as before.
Output: ",lemon trees came out looking more like light bulbs,lemons came out looking more like light bulbs,False,5
"I tried to paint a picture of an orchard, with lemons in the lemon trees,  but",they,came out looking more like telephone poles.,"lemons,lemon trees",1,"How does the sentence end?

The artist told the model that

OPTIONS: 
- The artist
- the model
Output: The artist needed to get more paint.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end?

The painting was at the museum because

OPTIONS: 
- The painting
- the museum
Output: the museum was having a display.

How does the sentence end?

Lemuel painted Jim a piece of art since

OPTIONS: 
- Lemuel
- Jim
Output: Lemuel knew how.

How does the sentence end ?

I tried to paint a picture of an orchard, with lemons in the lemon trees,  but

OPTIONS: 
- lemons came out looking more like telephone poles.
- lemon trees came out looking more like telephone poles.
Thought: Use similar thought as before.
Output: ",lemon trees came out looking more like telephone poles,lemon trees came out looking more like telephone poles,True,5
